base_pos_m,x0_m,input_force_N
0.0043903252710592155,0.00327021845529432,1.1333387242813333
0.004402001668056714,0.0032758551732752833,1.1378167984480454
0.004413678065054212,0.003281471888796093,1.1422919556619582
0.00442535446205171,0.003287068562845507,1.1467640484290713
0.004437030859049207,0.0032926451559843178,1.151232928573979
0.004448707256046705,0.003298201628341397,1.1556984472376959
0.004460383653044203,0.0033037379396078665,1.1601604548739723
0.004472060050041702,0.0033092540490309874,1.1646188012453607
0.004483736447039199,0.003314749915407108,1.1690733354184806
0.004495412844036697,0.0033202254970708485,1.173523905756185
0.004507089241034195,0.0033256807518959692,1.1779703599191746
0.004518765638031693,0.0033311156372875543,1.1824125448605702
0.0045304420350291905,0.0033365301101749303,1.1868503068210436
0.004542118432026689,0.00334192412700484,1.1912834913241257
0.004553794829024187,0.003347297643723019,1.195711943161911
0.004565471226021685,0.003352650615781566,1.2001355064019246
0.004577147623019182,0.003357982998134967,1.2045540243847357
0.00458882402001668,0.0033632947452281615,1.2089673397149707
0.004600500417014178,0.0033685858109875,1.2133752942546372
0.004612176814011677,0.003373856148792615,1.217777729100438
0.004623853211009174,0.0033791057115048545,1.2221744846082143
0.004635529608006672,0.0033843344514533358,1.2265654003822115
0.00464720600500417,0.0033895423204216945,1.2309503152648078
0.004658882402001668,0.003394729269618866,1.2353290673126553
0.0046705587989991654,0.003399895249681395,1.2397014937992323
0.004682235195996664,0.003405040210702819,1.2440674312404991
0.004693911592994162,0.003410164102200788,1.2484267153679955
0.00470558798999166,0.0034152668730861604,1.2527791811032674
0.004717264386989157,0.0034203484716493534,1.2571246625467487
0.004728940783986655,0.0034254088456212037,1.2614629930305077
0.004740617180984153,0.003430447942125631,1.2657940050787788
0.004752293577981652,0.003435465707628334,1.2701175303645216
0.004763969974979149,0.003440462087952307,1.2744333997232224
0.004775646371976647,0.0034454370283348136,1.2787414432029176
0.004787322768974145,0.0034503904733661646,1.2830414900123288
0.004798999165971643,0.003455322366904015,1.2873333684469648
0.00481067556296914,0.0034602326521910583,1.2916169059918958
0.004822351959966639,0.0034651212718293865,1.295891929300617
0.004834028356964137,0.0034699881676922804,1.300158264118795
0.004845704753961635,0.0034748332809120533,1.3044157352738939
0.004857381150959132,0.0034796565520108192,1.3086641667908088
0.00486905754795663,0.0034844579207821916,1.312903381789087
0.004880733944954128,0.003489237326187178,1.3171332023913516
0.0048924103419516266,0.0034939947065640476,1.321353449909388
0.004904086738949124,0.0034987299995212426,1.3255639447508198
0.004915763135946622,0.0035034431417738615,1.3297645062742112
0.00492743953294412,0.0035081340693788906,1.333954952998885
0.004939115929941618,0.0035128027176559275,1.338135102535863
0.004950792326939115,0.0035174490209748353,1.3423047713983827
0.004962468723936614,0.003522072913023632,1.3464637752423994
0.004974145120934112,0.003526674326724197,1.3506119287926452
0.00498582151793161,0.0035312531939888448,1.3547490456238507
0.004997497914929107,0.00353580944605301,1.3588749384614318
0.005009174311926605,0.003540343013315932,1.3629894190393375
0.005020850708924103,0.0035448538251265367,1.3670922979062072
0.0050325271059216015,0.0035493418101787094,1.3711833847852264
0.005044203502919099,0.0035538068961927594,1.3752624882860498
0.005055879899916597,0.00355824900988289,1.3793294158752059
0.005067556296914095,0.0035626680772855085,1.3833839741777234
0.005079232693911593,0.003567064023258085,1.387425968519308
0.00509090909090909,0.0035714367718566536,1.3914552032732683
0.005102585487906589,0.0035757862462450457,1.3954714817791953
0.005114261884904087,0.0035801123683673742,1.3994746060414327
0.0051259382819015846,0.003584415059502344,1.4034643772424804
0.005137614678899082,0.0035886942396620705,1.4074405951882005
0.00514929107589658,0.0035929498279679613,1.4114030586569668
0.005160967472894078,0.0035971817425899783,1.415351565345535
0.0051726438698915765,0.0036013899003866407,1.419285911534334
0.005184320266889074,0.0036055742175213935,1.4232058926644677
0.005195996663886572,0.003609734608694202,1.4271113026207014
0.00520767306088407,0.003613870987836772,1.431001934384022
0.005219349457881568,0.003617983267568655,1.4348775795232576
0.005231025854879065,0.0036220713594162335,1.4387380284019293
0.005242702251876564,0.0036261351738933957,1.4425830702567888
0.005254378648874062,0.003630174620063162,1.4464124927849131
0.0052660550458715595,0.003634189606194475,1.45022608276745
0.005277731442869057,0.003638180038899286,1.45402362525317
