t_s,x0_m,x1_m,x2_m,v0_m_per_s,v1_m_per_s,v2_m_per_s
0.016328,0.010292044307885067,0.008200262642329285,0.0038433928256342083,0.5242807847678782,0.4111859522649785,0.04617958053549941
0.01633,0.01029309364297773,0.008201085547148062,0.003843484539014021,0.525054393706843,0.4117191286734932,0.04553352295124292
0.016332,0.01029414452574572,0.008201909519719362,0.0038435749588052507,0.525828459964694,0.4122537056943973,0.044885992146002286
0.016333999999999998,0.010295196957102971,0.008202734562849241,0.0038436640820624845,0.5266029828382425,0.4127896881602143,0.044236989147795724
0.016336,0.010296250937962019,0.008203560679353433,0.0038437519058423623,0.527377961627145,0.4133270809161102,0.043586514982079175
0.016338,0.010297306469233993,0.008204387872057373,0.0038438384272035725,0.5281533956339628,0.4138658888198813,0.042934570671685
0.01634,0.010298363551828633,0.008205216143796224,0.0038439236432068462,0.5289292841641392,0.41440611674202216,0.04228115723676031
0.016342,0.010299422186654295,0.008206045497414905,0.003844007550914952,0.5297056265259874,0.4149477695657853,0.04162627569470482
0.016344,0.010300482374617951,0.00820687593576811,0.003844090147392692,0.530482422030701,0.4154908521877574,0.04096992705957602
0.016346,0.010301544116625202,0.008207707461720348,0.003844171429706889,0.5312596699923646,0.41603536951915043,0.04031211234079078
0.016347999999999998,0.010302607413580278,0.008208540078145957,0.003844251394926382,0.5320373697279639,0.4165813264844677,0.03965283254441243
0.01635,0.010303672266386047,0.008209373787929143,0.00384433004012202,0.5328155205573972,0.4171287280211399,0.03899208867348364
0.016352,0.010304738675944019,0.008210208593963994,0.0038444073623666543,0.5335941218034864,0.41767757907956143,0.03832988172796345
0.016354,0.01030580664315435,0.008211044499154517,0.0038444833587351333,0.5343731727919855,0.4182278846231268,0.037666212704664366
0.016356,0.010306876168915855,0.00821188150641465,0.003844558026304295,0.5351526728515934,0.4187796496282702,0.0370010825971875
0.016357999999999998,0.01030794725412601,0.00821271961866831,0.0038446313621529624,0.5359326213139634,0.4193328790851378,0.03633449239523229
0.01636,0.010309019899680949,0.008213558838849402,0.0038447033633619322,0.5367130175137138,0.4198875779988537,0.035666443083322605
0.016361999999999998,0.010310094106475485,0.008214399169901854,0.0038447740270139653,0.5374938607884385,0.42044375138808127,0.03499693564219755
0.016364,0.010311169875403111,0.008215240614779646,0.003844843350193781,0.5382751504787174,0.42100140428469707,0.034325971049106056
0.016366,0.010312247207355999,0.008216083176446835,0.00384491132998805,0.5390568859281274,0.42156054173382845,0.033653550277742666
0.016368,0.010313326103225015,0.008216926857877586,0.0038449779634853864,0.5398390664832521,0.422121168793892,0.032979674298183076
0.01637,0.010314406563899717,0.008217771662056186,0.0038450432477763414,0.540621691493693,0.422683290536648,0.032304344076803125
0.016371999999999998,0.010315488590268368,0.008218617591977085,0.003845107179953394,0.5414047603120791,0.4232469120482537,0.03162756057521422
0.016374,0.01031657218321794,0.00821946465064492,0.0038451697571109398,0.5421882722940777,0.4238120384300425,0.030949324749468363
0.016375999999999998,0.010317657343634119,0.008220312841074547,0.003845230976345284,0.5429722267984057,0.42437867479700475,0.030269637551528103
0.016378,0.01031874407240131,0.008221162166291054,0.003845290834754631,0.5437566231868384,0.42494682627763963,0.02958849992938553
0.01638,0.010319832370402647,0.008222012629329815,0.003845349329439077,0.5445414608242212,0.42551649801399405,0.028905912826996623
0.016382,0.010320922238519992,0.008222864233236492,0.003845406457500601,0.5453267390785134,0.4260876951616689,0.028221877184215424
0.016384,0.010322013677633952,0.008223716981067076,0.003845462216043061,0.5461124573208213,0.4266604228899768,0.027536393936587664
0.016385999999999998,0.010323106688623875,0.008224570875887906,0.0038455166021721765,0.5468986149253585,0.4272346863836201,0.02684946401372053
0.016388,0.010324201272367866,0.008225425920775712,0.0038455696129955216,0.5476852112694498,0.4278104908422549,0.026161088339690882
0.01639,0.010325297429742778,0.008226282118817636,0.003845621245622515,0.5484722457335417,0.4283878414793429,0.025471267834149703
0.016392,0.010326395161624239,0.008227139473111258,0.00384567149716441,0.5492597177012125,0.42896674352215985,0.024780003412286384
0.016394,0.01032749446888664,0.008227997986764629,0.0038457203647342853,0.5500476265591825,0.42954720221183645,0.024087295984761677
0.016396,0.010328595352403151,0.008228857662896294,0.003845767845447037,0.5508359716973245,0.4301292228034011,0.02339314645763804
0.016398,0.010329697813045725,0.008229718504635324,0.003845813936419367,0.5516247525086734,0.4307128105665721,0.022697555731571818
0.016399999999999998,0.010330801851685103,0.008230580515121344,0.003845858634769773,0.5524139683894375,0.43129797078716603,0.022000524700397952
0.016402,0.010331907469190826,0.008231443697504571,0.0038459019376185337,0.5532036187390076,0.4318847087654433,0.021302054252733477
0.016404,0.010333014666431231,0.008232308054945828,0.003845943842087701,0.5539937029599674,0.432473029815753,0.0206021452723002
0.016406,0.010334123444273464,0.008233173590616585,0.0038459843453010896,0.5547842204581042,0.4330629392665741,0.01990079863785642
0.016408,0.01033523380358349,0.008234040307698984,0.003846023444384265,0.5555751706424183,0.43365444246055745,0.019198015223128573
0.01641,0.010336345745226095,0.008234908209385865,0.0038460611364645376,0.5563665529251334,0.43424754475479144,0.018493795896522197
0.016412,0.010337459270064887,0.008235777298880798,0.0038460974186709457,0.5571583667217068,0.4348422515226417,0.017788141519281694
0.016413999999999998,0.010338574378962313,0.008236647579398118,0.0038461322881342425,0.5579506114508398,0.4354385681529419,0.017081052946260115
0.016416,0.01033969107277966,0.00823751905416295,0.003846165741986889,0.5587432865344869,0.43603650004891376,0.016372531026956533
0.016418,0.010340809352377064,0.008238391726411241,0.0038461977773630368,0.5595363913978665,0.43663605262819233,0.01566257660546358
0.01642,0.01034192921861351,0.008239265599389785,0.0038462283913985214,0.5603299254694704,0.4372372313228688,0.014951190520397846
0.016422,0.010343050672346844,0.00824014067635626,0.003846257581230849,0.5611238881810748,0.43784004157959727,0.014238373604767584
0.016423999999999998,0.010344173714433783,0.008241016960579245,0.0038462853439991877,0.5619182789677537,0.4384444888611551,0.01352412668440245
0.016426,0.010345298345729913,0.008241894455338268,0.003846311676844346,0.5627130972679437,0.4390505786466592,0.012808450577661234
0.016427999999999998,0.010346424567089701,0.008242773163923828,0.0038463365769087652,0.5635083425234362,0.4396583164299514,0.012091346097011102
0.01643,0.010347552379366505,0.008243653089637428,0.003846360041336505,0.5643040141793477,0.44026770771957685,0.011372814049061708
0.016432,0.010348681783412573,0.0082445342357916,0.0038463820672732327,0.5651001116841283,0.44087875803882864,0.010652855234494458
0.016434,0.010349812780079052,0.008245416605709939,0.003846402651866211,0.5658966344895726,0.44149147292581514,0.009931470447968915
0.016436,0.010350945370216,0.00824630020272713,0.0038464217922642846,0.5666935820508285,0.4421058579347844,0.009208660476790037
0.016437999999999998,0.010352079554672388,0.008247185030188986,0.003846439485617865,0.5674909538264076,0.4427219186370285,0.008484426099990065
0.01644,0.010353215334296104,0.008248071091452477,0.0038464557290789144,0.5682887492781952,0.44333966061901575,0.007758768090141035
0.016442,0.010354352709933966,0.008248958389885762,0.0038464705198009343,0.5690869678714597,0.44395908948221807,0.0070316872134984125
0.016444,0.010355491682431724,0.008249846928868217,0.0038464838549389516,0.569885609074863,0.4445802108431552,0.006303184229929176
0.016446,0.010356632252634067,0.008250736711790463,0.003846495731649508,0.5706846723604693,0.44520303033345904,0.005573259892821725
0.016448,0.01035777442138464,0.00825162774205441,0.0038465061470906435,0.5714841572037561,0.4458275536011759,0.004841914947774615
0.01645,0.01035891818952603,0.00825252002307327,0.0038465150984218805,0.5722840630836231,0.4464537863118385,0.004109150131513017
0.016451999999999998,0.010360063557899797,0.008253413558271607,0.0038465225828042066,0.5730843894824028,0.4470817341465021,0.0033749661737967904
0.016454,0.010361210527346463,0.008254308351085368,0.0038465285974000635,0.5738851358858691,0.44771140280153193,0.002639363797602163
0.016456,0.010362359098705524,0.008255204404961896,0.003846533139373333,0.5746863017832478,0.44834279798864995,0.001902343719048673
0.016458,0.010363509272815463,0.008256101723359981,0.0038465362058893193,0.5754878866672263,0.4489759254350169,0.0011639066472903523
0.01646,0.010364661050513747,0.008257000309749886,0.00384653779411474,0.5762898900339631,0.4496107908847713,0.0004240532829721406
0.016462,0.010365814432636837,0.008257900167613373,0.0038465379012177013,0.5770923113830978,0.450247400099797,-0.00031721568255404386
0.016464,0.010366969420020206,0.00825880130044375,0.003846536524367686,0.5778951502177598,0.4508857588577491,-0.0010598995653113468
0.016465999999999998,0.010368126013498328,0.00825970371174589,0.0038465336607355397,0.5786984060445859,0.45152587295190194,-0.0018039976885815174
0.016468,0.010369284213904697,0.008260607405036272,0.0038465293074934504,0.5795020783737862,0.45216774819113814,-0.0025495093829790835
0.01647,0.010370444022071832,0.008261512383843008,0.0038465234618149397,0.5803061667191314,0.45281139040013707,-0.003296433986641403
0.016472,0.010371605438831281,0.008262418651705877,0.003846516120874844,0.5811106705979225,0.45345680542141203,-0.004044770847224287
0.016474,0.010372768465013633,0.008263326212176363,0.0038465072818492925,0.5819155895309993,0.45410399911519433,-0.00479451932181425
0.016475999999999998,0.010373933101448518,0.00826423506881768,0.0038464969419156948,0.5827209230427505,0.4547529773576941,-0.005545678775241856
0.016478,0.010375099348964622,0.008265145225204818,0.0038464850982527225,0.5835266706611225,0.4554037460410695,-0.006298248580079091
0.016479999999999998,0.010376267208389687,0.008266056684924564,0.0038464717480402926,0.5843328319176296,0.45605631107347544,-0.007052228116714663
0.016482,0.010377436680550526,0.008266969451575535,0.0038464568884595553,0.5851394063473625,0.4567106783795278,-0.007807616773838185
0.016484,0.010378607766273022,0.008267883528768219,0.0038464405166928725,0.5859463934889992,0.4573668539026506,-0.008564413950781452
0.016486,0.010379780466382141,0.008268798920125007,0.0038464226299237975,0.5867537928848136,0.4580248436036056,-0.009322619056096063
0.016488,0.010380954781701937,0.008269715629280229,0.0038464032253370576,0.5875616040806853,0.45868465345939297,-0.010082231506497763
0.016489999999999998,0.010382130713055557,0.008270633659880188,0.00384638230011854,0.5883698266261086,0.4593462894632924,-0.010843250726934333
0.016492,0.010383308261265255,0.008271553015583182,0.0038463598514552728,0.5891784600742028,0.4600097576249254,-0.01160567615067345
0.016493999999999998,0.010384487427152393,0.008272473700059553,0.003846335876535409,0.5899875039817207,0.4606750639715717,-0.012369507220628257
0.016496,0.010385668211537446,0.008273395716991712,0.003846310372548203,0.5907969579090588,0.46134221454972624,-0.013134743390918366
0.016498,0.01038685061524002,0.008274319070074183,0.003846283336683994,0.5916068214202661,0.4620112154227909,-0.013901384124622608
0.0165,0.010388034639078848,0.008275243763013635,0.0038462547661341833,0.5924170940830538,0.46268207267073613,-0.014669428893472846
0.016502,0.010389220283871804,0.008276169799528912,0.003846224658091223,0.5932277754688043,0.46335479239015215,-0.015438877177931269
0.016503999999999998,0.01039040755043591,0.008277097183351062,0.0038461930097485938,0.5940388651525816,0.46402938069455957,-0.016209728467524172
0.016506,0.010391596439587336,0.00827802591822339,0.003846159818300787,0.59485036271314,0.46470584371685836,-0.01698198226328294
0.016508,0.010392786952141422,0.008278956007901472,0.0038461250809432796,0.595662267732972,0.46538418760837563,-0.017755638076870514
0.01651,0.01039397908891267,0.008279887456153217,0.0038460887948725177,0.5964745797983505,0.46606441853726305,-0.018530695429060787
0.016512,0.010395172850714762,0.008280820266758884,0.0038460509572858957,0.597287298499275,0.4667465426885795,-0.019307153849785524
0.016514,0.01039636823836056,0.008281754443511112,0.003846011565381739,0.5981004234294717,0.4674305662643697,-0.020085012878230963
0.016516,0.010397565252662121,0.008282689990214968,0.0038459706163592846,0.5989139541864047,0.46811649548520456,-0.020864272064383394
0.016517999999999998,0.010398763894430698,0.008283626910687979,0.003845928107418657,0.5997278903712846,0.4688043365916363,-0.021644930970489147
0.01652,0.010399964164476751,0.008284565208760171,0.0038458840357608456,0.6005422315890772,0.46949409584173446,-0.02242698916865497
0.016522,0.010401166063609954,0.008285504888274106,0.0038458383985876866,0.6013569774485129,0.4701857795107866,-0.023210446240578643
0.016524,0.010402369592639201,0.008286445953084911,0.003845791193101842,0.6021721275620967,0.4708793938913506,-0.023995301777628233
0.016526,0.01040357475237262,0.008287388407060312,0.003845742416506784,0.6029876815461164,0.4715749452939382,-0.024781555381542694
0.016527999999999998,0.010404781543617566,0.008288332254080683,0.0038456920660067655,0.6038036390206521,0.47227244004964875,-0.025569206667054346
0.01653,0.010405989967180647,0.008289277498039076,0.0038456401388067994,0.6046199996095862,0.47297188450814803,-0.02635825525992361
0.016531999999999998,0.010407200023867719,0.00829022414284126,0.0038455866321126368,0.6054367629406113,0.4736732850366302,-0.027148700795943434
0.016534,0.010408411714483893,0.008291172192405756,0.003845531543130748,0.6062539286452406,0.4743766480198694,-0.027940542921016654
0.016536,0.010409625039833554,0.008292121650663875,0.0038454748690683,0.6070714963588159,0.4750819798605159,-0.028733781291475215
0.016538,0.010410840000720357,0.008293072521559747,0.0038454166071331354,0.6078894657205169,0.47578928698175277,-0.029528415576724473
0.01654,0.010412056597947241,0.008294024809050378,0.0038453567545337452,0.6087078363733717,0.4764985758265073,-0.03032444545849323
0.016541999999999998,0.010413274832316435,0.008294978517105669,0.0038452953084792464,0.6095266079642646,0.4772098528555947,-0.031121870629031455
0.016544,0.010414494704629466,0.008295933649708466,0.00384523226617936,0.6103457801439451,0.47792312454772573,-0.03192069079114407
0.016545999999999998,0.010415716215687163,0.008296890210854585,0.0038451676248443915,0.6111653525670385,0.4786383973996611,-0.032720905658370616
0.016548,0.010416939366289672,0.00829784820455286,0.003845101381685207,0.6119853248920957,0.4793556779285138,-0.033522514957322086
0.01655,0.010418164157236457,0.008298807634825184,0.003845033533913205,0.6128056967816333,0.4800749726720447,-0.034325518428028536
0.016552,0.010419390589326316,0.008299768505706531,0.0038449640787402936,0.6136264679020783,0.48079628818631737,-0.03512991582159136
0.016554,0.010420618663357379,0.008300730821245017,0.003844893013378866,0.6144476379237687,0.4815196310456122,-0.03593570690011742
0.016555999999999998,0.010421848380127122,0.008301694585501923,0.0038448203350417817,0.6152692065209631,0.4822450078425349,-0.03674289143685282
0.016558,0.010423079740432372,0.00830265980255173,0.0038447460409423407,0.6160911733718493,0.4829724251901345,-0.03755146921829601
0.01656,0.01042431274506932,0.008303626476482173,0.003844670128294255,0.6169135381585527,0.4837018897228908,-0.03836144004519769
0.016562,0.01042554739483352,0.00830459461139427,0.003844592594311624,0.6177363005671469,0.4844334080940249,-0.03917280372993765
0.016564,0.010426783690519909,0.008305564211402367,0.0038445134362089096,0.6185594602876616,0.48516698697530314,-0.03998556009635698
0.016566,0.010428021632922802,0.00830653528063417,0.0038444326512009153,0.619383017014092,0.48590263305713827,-0.040799708979884663
0.016568,0.010429261222835906,0.008307507823230791,0.0038443502365027612,0.6202069704444074,0.4866403530506897,-0.04161525022963372
0.016569999999999998,0.010430502461052333,0.008308481843346777,0.0038442661893298533,0.6210313202805605,0.48738015368904575,-0.04243218370959273
0.016572,0.0104317453483646,0.00830945734515017,0.0038441805068978566,0.6218560662284963,0.48812204172440965,-0.04325050929587905
0.016574,0.010432989885564637,0.008310434332822528,0.0038440931864226727,0.622681207998161,0.4888660239278638,-0.04407022687653255
0.016576,0.010434236073443803,0.008311412810558978,0.003844004225120416,0.6235067453035106,0.48961210708949343,-0.04489133635166383
0.016578,0.010435483912792887,0.008312392782568243,0.003843913620207386,0.6243326778625209,0.49036029802070896,-0.045713837635769354
0.016579999999999998,0.010436733404402114,0.008313374253072688,0.0038438213689000363,0.6251590053971956,0.49111060355515135,-0.04653773065864954
0.016582,0.010437984549061164,0.008314357226308373,0.003843727468414951,0.6259857276335749,0.49186303054586666,-0.047363015362650654
0.016583999999999998,0.01043923734755917,0.008315341706525077,0.0038436319159688135,0.6268128443017458,0.49261758586512067,-0.04818969170250798
0.016586,0.010440491800684725,0.008316327697986344,0.0038435347087783884,0.6276403551358546,0.49337427640459264,-0.049017759645568586
0.016588,0.0104417479092259,0.008317315204969526,0.00384343584406049,0.6284682598741808,0.4941331090780811,-0.049847219174546056
0.01659,0.01044300567397025,0.008318304231765824,0.0038433353190319504,0.6292965582591282,0.4948940908216024,-0.050678070287626886
0.016592,0.010444265095704808,0.008319294782680326,0.0038432331309095923,0.6301252500371833,0.49565722859081596,-0.05151031299590976
0.016593999999999998,0.010445526175216114,0.008320286862032062,0.003843129276910205,0.6309543349589238,0.4964225293609474,-0.052343947323354
0.016596,0.010446788913290206,0.008321280474154018,0.003843023754250515,0.6317838127790268,0.49719000012720455,-0.053178973307215986
0.016597999999999998,0.01044805331071264,0.008322275623393204,0.0038429165601471583,0.6326136832562776,0.4979596479080458,-0.05401539100129529
0.0166,0.010449319368268492,0.008323272314110685,0.003842807691816648,0.6334439461535787,0.49873147974390797,-0.054853200474707084
0.016602,0.010450587086742373,0.008324270550681629,0.003842697146475346,0.6342746012379586,0.49950550269512595,-0.05569240180985771
0.016604,0.010451856466918421,0.00832527033749534,0.0038425849213394353,0.6351056482805812,0.5002817238419536,-0.056532995102490914
0.016606,0.010453127509580329,0.008326271678955307,0.0038424710136248943,0.6359370870567538,0.5010601502855382,-0.05737498046267401
0.016607999999999998,0.010454400215511342,0.008327274579479245,0.003842355420547463,0.6367689173459362,0.5018407891512193,-0.058218358018073936
0.01661,0.010455674585494273,0.008328279043499141,0.0038422381393226116,0.6376011389317504,0.5026236475857626,-0.05906312791125761
0.016612,0.010456950620311498,0.008329285075461297,0.0038421191671655095,0.6384337516019883,0.5034087327561511,-0.0599092902985259
0.016614,0.01045822832074498,0.008330292679826368,0.0038419985012910023,0.6392667551486211,0.5041960518496738,-0.060756845350026206
0.016616,0.010459507687576263,0.008331301861069406,0.0038418761389135787,0.6401001493678077,0.5049856120760665,-0.06160579325188806
0.016618,0.010460788721586496,0.008332312623679904,0.003841752077247336,0.6409339340599045,0.5057774206694101,-0.062456134208118914
0.01662,0.010462071423556426,0.008333324972161847,0.0038416263135059507,0.6417681090294738,0.5065714848847657,-0.06330786843731376
0.016621999999999998,0.010463355794266417,0.008334338911033754,0.0038414988449026457,0.6426026740852916,0.5073678119977749,-0.0641609961722863
0.016624,0.010464641834496455,0.00833535444482871,0.003841369668650166,0.6434376290403582,0.5081664093050395,-0.06501551766046904
0.016626,0.010465929545026151,0.008336371578094422,0.0038412387819607425,0.6442729737119378,0.508967284127571,-0.0658714331673684
0.016628,0.010467218926634762,0.008337390315393258,0.0038411061820460583,0.6451087079216199,0.5097704438097002,-0.06672874297556645
0.01663,0.010468509980101189,0.008338410661302302,0.0038409718661172165,0.6459448314952569,0.5105758957166935,-0.06758744738232951
0.016632,0.01046980270620399,0.008339432620413383,0.00384083583138471,0.6467813442629612,0.5113836472347717,-0.0684475466996366
0.016634,0.010471097105721383,0.008340456197333127,0.003840698075058394,0.647618246059112,0.5121937057726575,-0.06930904125573012
0.016635999999999998,0.010472393179431267,0.008341481396683005,0.0038405585943474463,0.6484555367223658,0.5130060787646568,-0.07017193139817723
0.016638,0.010473690928111215,0.00834250822309938,0.0038404173864603334,0.6492932160956633,0.513820773667188,-0.07103621749047438
0.01664,0.010474990352538498,0.008343536681233542,0.00384027444860478,0.6501312840262404,0.5146377979579329,-0.07190189991123484
0.016642,0.010476291453490076,0.008344566775751766,0.0038401297779877375,0.6509697403656352,0.5154571591361566,-0.07276897905453014
0.016644,0.010477594231742623,0.008345598511335345,0.003839983371815352,0.6518085849696974,0.5162788647262508,-0.07363745533340521
0.016645999999999998,0.01047889868807253,0.008346631892680645,0.0038398352272929247,0.6526478176985979,0.5171029222771034,-0.07450732917928342
0.016648,0.010480204823255911,0.008347666924499158,0.0038396853416248766,0.653487438416837,0.5179293393592829,-0.07537860103921454
0.016649999999999998,0.01048151263806861,0.008348703611517535,0.00383953371201472,0.6543274469932524,0.5187581235650112,-0.07625127137587431
0.016652,0.010482822133286216,0.008349741958477631,0.0038393803356650256,0.6551678433010301,0.5195892825100387,-0.07712534066943555
0.016654,0.01048413330968407,0.008350781970136563,0.003839225209777382,0.6560086272177111,0.5204228238365715,-0.07800080942047873
0.016656,0.010485446168037269,0.008351823651266755,0.00383906833155236,0.6568497986252018,0.5212587552095095,-0.07887767814630771
0.016658,0.010486760709120682,0.008352867006655983,0.0038389096981894795,0.6576913574097818,0.5220970843157187,-0.07975594738025778
0.016659999999999998,0.010488076933708951,0.00835391204110742,0.003838749306887178,0.6585333034621136,0.522937818864667,-0.08063561767234645
0.016662,0.010489394842576506,0.008354958759439679,0.0038385871548427724,0.6593756366772506,0.5237809665924794,-0.08151668959329408
0.016663999999999998,0.01049071443649757,0.008356007166486877,0.0038384232392524188,0.6602183569546574,0.5246265352598163,-0.08239916373246707
0.016666,0.010492035716246177,0.00835705726709867,0.003838257557311078,0.6610614641982876,0.5254745326495778,-0.0832830406957085
0.016668,0.010493358682596161,0.008358109066140306,0.0038380901062124826,0.6619049583165533,0.5263249665670987,-0.08416832110551586
0.01667,0.010494683336321187,0.008359162568492663,0.003837920883149101,0.6627488392222931,0.5271778448434407,-0.0850550056042691
0.016672,0.010496009678194742,0.008360217779052314,0.0038377498853120963,0.6635931068327824,0.528033175336194,-0.0859430948550451
0.016673999999999998,0.01049733770899016,0.008361274702731568,0.0038375771098912866,0.6644377610697405,0.5288909659258361,-0.08683258953805205
0.016676,0.010498667429480617,0.008362333344458519,0.003837402554075114,0.6652828018593405,0.5297512245155446,-0.08772349035047038
0.016678,0.01049999884043915,0.008363393709177085,0.003837226215050607,0.666128229132218,0.5306139590332402,-0.08861579800848854
0.01668,0.010501331942638657,0.00836445580184708,0.003837048090003341,0.6669740428234794,0.5314791774347284,-0.08950951325042364
0.016682,0.010502666736851919,0.008365519627444239,0.003836868176117394,0.6678202428727115,0.53234688769962,-0.09040463683272408
0.016684,0.010504003223851588,0.008366585190960294,0.0038366864705753146,0.6686668292239907,0.5332170978305513,-0.09130116952922555
0.016686,0.010505341404410222,0.008367652497402995,0.003836502970558086,0.6695138018258915,0.5340898158543373,-0.09219911213231104
0.016687999999999998,0.010506681279300269,0.008368721551796179,0.003836317673245085,0.6703611606314951,0.5349650498262347,-0.09309846545713445
0.01669,0.010508022849294097,0.008369792359179817,0.003836130575814036,0.6712089055983992,0.5358428078265213,-0.09399923033827443
0.016692,0.01050936611516399,0.008370864924610066,0.0038359416754409773,0.6720570366887265,0.5367230979588443,-0.0949014076281286
0.016694,0.010510711077682158,0.008371939253159313,0.003835750969300225,0.6729055538691334,0.5376059283508798,-0.09580499819758868
0.016696,0.010512057737620753,0.008373015349916229,0.0038355584545643295,0.6737544571108198,0.5384913071588097,-0.09671000294047374
0.016697999999999998,0.010513406095751873,0.008374093219985822,0.0038353641284040335,0.6746037463895379,0.5393792425651116,-0.09761642277137603
0.0167,0.010514756152847572,0.008375172868489492,0.003835167987988231,0.6754534216856003,0.5402697427760061,-0.09852425862316937
0.016701999999999998,0.010516107909679866,0.008376254300565072,0.0038349700304839336,0.6763034829838918,0.5411628160218449,-0.09943351144741461
0.016704,0.010517461367020751,0.008377337521366886,0.0038347702530562256,0.6771539302739286,0.5420584705613843,-0.10034418221864634
0.016706,0.010518816525642204,0.008378422536065803,0.0038345686528682204,0.6780047635498873,0.5429567146807236,-0.10125627193336614
0.016708,0.010520173386316192,0.008379509349849287,0.0038343652270810182,0.6788559828105466,0.5438575566901129,-0.10216978160685596
0.01671,0.010521531949814688,0.008380597967921451,0.0038341599728536724,0.6797075880592918,0.5447610049241716,-0.10308471227341022
0.016711999999999998,0.010522892216909675,0.008381688395503099,0.0038339528873431437,0.6805595793041231,0.5456670677460416,-0.10400106499045184
0.016714,0.01052425418837316,0.008382780637831795,0.0038337439677042545,0.681411956557666,0.5465757535471614,-0.10491884083833142
0.016715999999999998,0.010525617864977172,0.00838387470016191,0.0038335332110896467,0.6822647198371792,0.5474870707435504,-0.10583804091668864
0.016718,0.010526983247493788,0.008384970587764669,0.0038333206146497446,0.6831178691645641,0.5484010277759135,-0.10675866634457859
0.01672,0.010528350336695127,0.008386068305928205,0.0038331061755327114,0.683971404566374,0.5493176331137469,-0.10768071826453905
0.016722,0.01052971913335337,0.008387167859957625,0.0038328898908844005,0.684825326073824,0.5502368952554896,-0.10860419784276346
0.016724,0.010531089638240761,0.008388269255175055,0.0038326717578483134,0.6856796337227989,0.5511588227245589,-0.10952910626521598
0.016725999999999998,0.010532461852129625,0.008389372496919694,0.003832451773565559,0.6865343275538643,0.5520834240694328,-0.11045544473773419
0.016728,0.01053383577579237,0.008390477590547863,0.003832229935174813,0.6873894076122735,0.5530107078678977,-0.11138321449023858
0.01673,0.010535211410001497,0.008391584541433076,0.003832006239812265,0.6882448739479787,0.553940682727089,-0.11231241677679364
0.016732,0.010536588755529621,0.008392693354966079,0.0038317806846115757,0.6891007266156395,0.5548733572794747,-0.11324305287167258
0.016734,0.010537967813149456,0.008393804036554911,0.0038315532667038384,0.6899569656746324,0.5558087401830234,-0.11417512406954441
0.016736,0.010539348583633854,0.00839491659162496,0.003831323983217533,0.6908135911890596,0.556746840125783,-0.11510863169000841
0.016738,0.01054073106775579,0.008396031025619014,0.0038310928312784744,0.6916706032277596,0.5576876658252999,-0.11604357707704377
0.016739999999999998,0.010542115266288387,0.008397147343997323,0.0038308598080097683,0.6925280018643152,0.5586312260247661,-0.11697996159523406
0.016742,0.01054350118000492,0.008398265552237653,0.003830624910531771,0.6933857871770791,0.5595775294934109,-0.11791778663019035
0.016744,0.010544888809678821,0.008399385655835338,0.0038303881359620425,0.6942439592492513,0.5605265850314346,-0.11885705359350174
0.016746,0.010546278156083696,0.008400507660303341,0.0038301494814152945,0.6951025181688353,0.5614784014683796,-0.1197977639210999
0.016748,0.010547669219993332,0.008401631571172309,0.0038299089440033455,0.6959614640286169,0.5624329876597285,-0.12073991906989749
0.016749999999999998,0.010549062002181708,0.008402757393990627,0.003829666520835078,0.6968207969261742,0.5633903524877641,-0.12168352051865754
0.016752,0.010550456503423,0.008403885134324478,0.0038294222090163926,0.6976805169638866,0.5643505048668982,-0.12262856977326557
0.016753999999999998,0.010551852724491592,0.008405014797757904,0.0038291760056501506,0.6985406242489445,0.5653134537404927,-0.12357506836361931
0.016756,0.010553250666162094,0.008406146389892856,0.0038289279078361337,0.6994011188933589,0.5662792080781679,-0.12452301784099583
0.016758,0.010554650329209339,0.008407279916349252,0.0038286779126709986,0.7002620010139711,0.5672477768774619,-0.12547241977970955
0.01676,0.010556051714408399,0.008408415382765046,0.0038284260172482256,0.7011232707324625,0.5682191691688961,-0.12642327578212403
0.016762,0.010557454822534599,0.008409552794796271,0.0038281722186580647,0.7019849281753637,0.5691933940113573,-0.12737558747412295
0.016763999999999998,0.010558859654363513,0.008410692158117112,0.0038279165139874934,0.702846973474065,0.5701704604903659,-0.12832935650342442
0.016766,0.01056026621067099,0.008411833478419952,0.0038276589003201703,0.7037094067648252,0.5711503777210281,-0.12928458454251035
0.016767999999999998,0.010561674492233154,0.008412976761415433,0.0038273993747363795,0.7045722281887826,0.5721331548516513,-0.1302412732922114
0.01677,0.01056308449982642,0.00841412201283253,0.00382713793431298,0.7054354378919637,0.5731188010583781,-0.13119942447643904
0.016772,0.010564496234227493,0.00841526923841859,0.003826874576123361,0.706299036025294,0.5741073255445321,-0.1321590398415617
0.016774,0.010565909696213387,0.008416418443939404,0.003826609297237393,0.7071630227446065,0.5750987375452201,-0.1331201211609602
0.016776,0.010567324886561437,0.008417569635179261,0.003826342094721371,0.708027398210653,0.5760930463280135,-0.13408267023572049
0.016777999999999998,0.0105687418060493,0.008418722817941014,0.003826072965637964,0.7088921625891135,0.5770902611880875,-0.13504668888986376
0.01678,0.01057016045545497,0.008419877998046136,0.0038258019070461706,0.7097573160506063,0.5780903914487978,-0.1360121789709354
0.016782,0.010571580835556788,0.00842103518133478,0.0038255289160012656,0.7106228587707277,0.5790934464674435,-0.1369791423557334
