t_s,x0_m,x1_m,v0_m_per_s,v1_m_per_s
0.0141,0.004524056110633305,0.0031360041799309906,0.4837399207896461,0.18574001944705584
0.014102,0.004525024640474597,0.003136376786021914,0.4847898341939773,0.1868661289963111
0.014104,0.0045259952696826665,0.0031367516446362495,0.48583928773446355,0.18799254138284668
0.014105999999999999,0.00452696799733868,0.003137128756371797,0.48688828230747516,0.18911924873144556
0.014107999999999999,0.004527942822525603,0.0031375081218105996,0.48793681881214945,0.1902462431586955
0.01411,0.004528919744328199,0.003137889741518924,0.48898489815026824,0.19137351677313014
0.014112,0.0045298987618330394,0.0031382736160472467,0.49003252122620233,0.19250106167530417
0.014114,0.004530879874128506,0.0031386597459302375,0.49107968894686144,0.1936288699578632
0.014116,0.004531863080304797,0.0031390481316867437,0.49212640222164394,0.1947569337056136
0.014117999999999999,0.0045328483794539335,0.003139438773819774,0.4931726619623875,0.19588524499559234
0.014119999999999999,0.00453383577066976,0.0031398316728164836,0.49421846908331857,0.19701379589713697
0.014122,0.0045348252530479525,0.0031402268291481584,0.4952638245010083,0.1981425784719498
0.014124,0.004535816825686024,0.003140624243270201,0.49630872913439567,0.19927158477409587
0.014126,0.004536810487683326,0.0031410239156221135,0.4973531839047218,0.2004008068500887
0.014128,0.004537806238141056,0.0031414258466274845,0.49839718973541947,0.20153023673902012
0.01413,0.004538804076162259,0.0031418300366939725,0.499440747552061,0.2026598664726323
0.014131999999999999,0.004539804000851836,0.0031422364862132932,0.5004838582823092,0.20378968807538705
0.014133999999999999,0.004540806011316541,0.0031426451955612034,0.5015265228558679,0.2049196935645363
0.014136,0.004541810106664993,0.003143056165097487,0.5025687422044324,0.20604987495019156
0.014138,0.004542816286007677,0.0031434693951659415,0.5036105172616401,0.2071802242353936
0.01414,0.004543824548456943,0.0031438848860943632,0.5046518489630318,0.20831073341617173
0.014142,0.004544834893127018,0.003144302638194534,0.5056927382460843,0.20944139448153443
0.014143999999999999,0.0045458473191340035,0.0031447226517622062,0.506733186050116,0.2105721994135816
0.014145999999999999,0.004546861825595882,0.00314514492707709,0.5077731933161913,0.2117031401876217
0.014147999999999999,0.0045478784116325215,0.0031455694644028386,0.5088127609870707,0.21283420877224213
0.01415,0.004548897076365674,0.0031459962639870365,0.509851890007162,0.2139653971293788
0.014152,0.0045499178189189835,0.003146425326061186,0.5108905813224708,0.21509669721438632
0.014154,0.0045509406384179885,0.003146856650840692,0.5119288358805524,0.21622810097610745
0.014156,0.0045519655339901245,0.003147290238524852,0.5129666546304631,0.21735960035694277
0.014157999999999999,0.0045529925047647244,0.0031477260892968416,0.514004038522729,0.21849118729290318
0.014159999999999999,0.004554021549873024,0.0031481642033237022,0.5150409885093788,0.21962285371359963
0.014162,0.004555052668448167,0.003148604580756327,0.516077505543833,0.22075459154237434
0.014164,0.004556085859625201,0.00314904722172945,0.5171135905808176,0.221886392696407
0.014166,0.00455712112254109,0.0031494921263616354,0.518149244576317,0.22301824908678447
0.014168,0.004558158456334705,0.003149939294755261,0.5191844684875253,0.22415015261857046
0.014169999999999999,0.004559197860146837,0.0031503887269965104,0.520219263272798,0.22528209519087541
0.014171999999999999,0.004560239333120192,0.003150840423155358,0.521253629891604,0.22641406869692582
0.014173999999999999,0.004561282874399399,0.003151294383285561,0.5222875693044777,0.22754606502413413
0.014176,0.0045623284831310075,0.003151750607424644,0.5233210824729959,0.22867807605414353
0.014178,0.004563376158463491,0.003152209095593889,0.5243541703598076,0.22981009366282187
0.01418,0.004564425899547248,0.0031526698477983253,0.5253868339285112,0.23094210972040455
0.014182,0.004565477705534607,0.003153132864026717,0.5264190741435787,0.23207411609159215
0.014183999999999999,0.004566531575579829,0.00315359814425155,0.527450891970308,0.23320610463562
0.014185999999999999,0.004567587508839101,0.0031540656884290258,0.5284822883747751,0.234338067206328
0.014188,0.004568645504470543,0.003154535496499047,0.5295132643237876,0.2354699956522302
0.01419,0.004569705561634214,0.0031550075683852087,0.5305438207848362,0.2366018818165841
0.014192,0.0045707676794921066,0.0031554819039947865,0.5315739587260476,0.23773371753746037
0.014194,0.004571831857208149,0.0031559585032187275,0.5326036791161709,0.238865494647781
0.014195999999999999,0.004572898093948208,0.0031564373659316385,0.5336329829245998,0.2399972049753188
0.014197999999999999,0.004573966388880091,0.0031569184919917784,0.5346618711212442,0.24112884034284682
0.014199999999999999,0.004575036741173543,0.003157401881241046,0.5356903446764625,0.24226039256823031
0.014202,0.004576109150000254,0.003157887533504971,0.536718404561013,0.24339185346449643
0.014204,0.004577183614533851,0.003158375448592704,0.5377460517460082,0.24452321483990344
0.014206,0.004578260133949908,0.0031588656262970076,0.5387732872028671,0.24565446849801043
0.014208,0.00457933870742594,0.0031593580663942474,0.5398001119032695,0.24678560623774684
0.014209999999999999,0.004580419334141408,0.0031598527686443815,0.5408265268191097,0.24791661985348185
0.014211999999999999,0.004581502013277711,0.0031603497327909527,0.5418525329224867,0.24904750113505716
0.014214,0.004582586744018197,0.003160848958561079,0.5428781311857233,0.25017824186779153
0.014216,0.004583673525548161,0.003161350445665444,0.5439033225812367,0.25130883383263375
0.014218,0.004584762357054838,0.0031618541937982903,0.5449281080814722,0.25243926880625084
0.01422,0.00458585323772741,0.003162360202637408,0.5459524886588571,0.25356953856109793
0.014221999999999999,0.004586946166757004,0.003162868471844128,0.5469764652857549,0.25469963486548736
0.014223999999999999,0.004588041143336691,0.003163379001063316,0.548000038934419,0.2558295494836581
0.014225999999999999,0.004589138166661487,0.0031638917899233596,0.5490232105769479,0.2569592741758457
0.014228,0.004590237235928352,0.003164406838036164,0.5500459811852388,0.2580888006983508
0.01423,0.004591338350336189,0.0031649241449971427,0.5510683517309822,0.2592181208035695
0.014232,0.004592441509085845,0.00316544371038521,0.5520903231856799,0.26034722624000045
0.014234,0.004593546711380107,0.0031659655337627746,0.5531118965205133,0.2614761087523988
0.014235999999999999,0.004594653956423708,0.00316648961467573,0.5541330727062803,0.2626047600818636
0.014237999999999999,0.0045957632434233215,0.0031670159526534488,0.5551538527133504,0.26373317196590707
0.01424,0.004596874571587558,0.0031675445472087744,0.5561742375116175,0.2648613361385239
0.014242,0.004597987940126969,0.003168075397838015,0.5571942280704579,0.26598924433026094
0.014244,0.004599103348254046,0.003168608504020937,0.5582138253586829,0.2671168882682863
0.014246,0.004600220795183216,0.003169143865220757,0.5592330303444953,0.268244259676458
0.014247999999999999,0.00460134028013084,0.0031696814808841373,0.5602518439954847,0.269371350275355
0.014249999999999999,0.004602461802315217,0.003170221350441176,0.5612702672786467,0.27049815178228204
0.014251999999999999,0.004603585360956578,0.003170763473305405,0.5622883011602529,0.27162465591142393
0.014254,0.004604710955277086,0.0031713078488737802,0.5633059466057864,0.27275085437393437
0.014256,0.004605838584500833,0.003171854476526677,0.5643232045798979,0.27387673887800473
0.014258,0.004606968247853839,0.0031724033556278846,0.5653400760463619,0.2750023011289335
0.01426,0.004608099944564054,0.0031729544855245992,0.5663565619680322,0.27612753282919517
0.014261999999999999,0.004609233673861348,0.0031735078655474197,0.5673726633067969,0.27725242567850994
0.014263999999999999,0.004610369434977517,0.003174063495010342,0.5683883810235364,0.2783769713739126
0.014266,0.004611507227146278,0.003174621373210754,0.5694037160781151,0.2795011616097853
0.014268,0.004612647049603265,0.0031751814994294266,0.5704186694294088,0.28062498807785724
0.01427,0.0046137889015860295,0.003175743872930516,0.5714332420351736,0.2817484424673601
0.014272,0.004614932782334037,0.003176308492961552,0.5724474348519812,0.2828715164651174
0.014273999999999998,0.0046160786910886655,0.0031768753587534345,0.573461248835176,0.28399420175561435
0.014275999999999999,0.004617226627093202,0.0031774444695204336,0.5744746849388311,0.28511649002106687
0.014277999999999999,0.004618376589592841,0.0031780158244601787,0.5754877441157054,0.28623837294149035
0.01428,0.004619528577834681,0.0031785894227536575,0.5765004273171999,0.28735984219476934
0.014282,0.00462068259106772,0.003179165263565213,0.5775127354933156,0.28848088945672634
0.014284,0.004621838628542857,0.003179743346042536,0.5785246695926414,0.28960150640116017
0.014286,0.004622996689512885,0.0031803236693166634,0.57953623056239,0.29072168469983767
0.014287999999999999,0.004624156773232492,0.0031809062325019754,0.5805474193482708,0.29184141602264563
0.014289999999999999,0.004625318878958253,0.0031814910346961876,0.5815582368944208,0.2929606920376859
0.014292,0.004626483005948633,0.003182078074980351,0.5825686841433625,0.29407950441134517
0.014294,0.004627649153463978,0.0031826673524188477,0.5835787620359615,0.29519784480836336
0.014296,0.004628817320766515,0.0031832588660593887,0.584588471511383,0.296315704891903
0.014298,0.004629987507120348,0.0031838526149330078,0.5855978135070512,0.29743307632361793
0.0143,0.004631159711791453,0.0031844485980540627,0.5866067889586067,0.29854995076372315
0.014301999999999999,0.004632333934047676,0.003185046814420229,0.5876153987998877,0.29966631987103964
0.014303999999999999,0.004633510173158729,0.0031856472630124996,0.5886236439629761,0.30078217530297796
0.014306,0.004634688428396185,0.003186249942795179,0.5896315253780784,0.30189750871568277
0.014308,0.004635868699033479,0.0031868548527158847,0.5906390439734499,0.303012311764136
0.01431,0.004637050984345897,0.003187461991705542,0.5916462006753526,0.3041265761022262
0.014312,0.004638235283610576,0.003188071358678383,0.5926529964080142,0.30524029338281744
0.014313999999999999,0.0046394215961065,0.003188682952531945,0.5936594320935858,0.30635345525781854
0.014315999999999999,0.004640609921114494,0.0031892967721470675,0.594665508652102,0.3074660533782518
0.014317999999999999,0.004641800257917226,0.0031899128163878927,0.5956712270014382,0.3085780793943221
0.01432,0.004642992605799192,0.003190531084101861,0.5966765880572872,0.30968952495547053
0.014322,0.004644186964046718,0.003191151574119711,0.5976815927332086,0.310800381710353
0.014324,0.004645383331947957,0.003191774285255479,0.5986862419405289,0.3119106413069679
0.014326,0.0046465817087928815,0.003192399216306495,0.599690536588253,0.3130202953927722
0.014327999999999999,0.0046477820938732785,0.003193026366053385,0.600694477583023,0.3141293356147509
0.014329999999999999,0.0046489844864827466,0.0031936557332600682,0.6016980658290777,0.3152377536194866
0.014332,0.004650188885916691,0.0031942873166737563,0.6027013022282127,0.31634554105322704
0.014334,0.004651395291472318,0.0031949211150249534,0.6037041876797397,0.31745268956195566
0.014336,0.004652603702448629,0.0031955571270274544,0.6047067230804467,0.3185591907914592
0.014338,0.004653814118146417,0.0031961953513783476,0.6057089093245668,0.3196650363873892
0.014339999999999999,0.004655026537868261,0.0031968357867580115,0.6067107473038259,0.3207702179952434
0.014341999999999999,0.004656240960918521,0.0031974784318301148,0.607712237907373,0.3218747272604648
0.014343999999999999,0.004657457386603334,0.0031981232852416174,0.6087133820216757,0.3229785558285749
0.014346,0.004658675814230604,0.0031987703456227714,0.6097141805304778,0.3240816953452442
0.014348,0.004659896243110002,0.0031994196115871197,0.6107146343147608,0.32518413745636127
0.01435,0.004661118672552959,0.003200071081731497,0.6117147442527049,0.32628587380810137
0.014352,0.004662343101872656,0.0032007247546360315,0.6127145112196495,0.3273868960469955
0.014353999999999999,0.004663569530384027,0.0032013806288641437,0.6137139360880536,0.32848719581999913
0.014355999999999999,0.004664797957403741,0.0032020387029625496,0.6147130197274607,0.329586764774558
0.014358,0.00466602838225021,0.00320269897546126,0.6157117630045358,0.3306855945586028
0.01436,0.004667260804243572,0.0032033614448735825,0.6167101667830347,0.33178367682060816
0.014362,0.004668495222705692,0.003204026109696122,0.6177082319236838,0.3328810032097445
0.014364,0.004669731636960154,0.003204692968408782,0.6187059592841354,0.3339775653759516
0.014365999999999999,0.0046709700463322505,0.003205362019474768,0.619703349718929,0.33507335497000756
0.014367999999999999,0.004672210450148984,0.003206033261340587,0.6207004040794546,0.3361683636435974
0.014369999999999999,0.004673452847739053,0.00320670669243605,0.6216971232139128,0.3372625830493825
0.014372,0.004674697238432853,0.003207382311174276,0.6226935079672777,0.33835600484106854
0.014374,0.004675943621562461,0.00320806011595169,0.6236895591812603,0.33944862067347437
0.014376,0.00467719199646164,0.0032087401051480303,0.6246852776943236,0.34054042220254754
0.014378,0.004678442362465823,0.0032094222771263466,0.6256806643416987,0.3416314010853803
0.014379999999999999,0.00467969471891211,0.0032101066302330046,0.6266757199552532,0.34272154898037177
0.014381999999999999,0.004680949065139265,0.003210793162797688,0.6276704453634396,0.34381085754731033
0.014384,0.004682205400487701,0.003211481873133402,0.6286648413912583,0.34489931844744276
0.014386,0.004683463724299481,0.003212172759536475,0.6296589088602197,0.34598692334354275
0.014388,0.004684724035918304,0.0032128658202865636,0.6306526485883077,0.3470736638999799
0.01439,0.004685986334689505,0.0032135610536466537,0.6316460613899432,0.34815953178278813
0.014391999999999999,0.004687250619960042,0.003214258457863066,0.6326391480759472,0.34924451865973477
0.014393999999999999,0.004688516891078491,0.0032149580311654578,0.6336319094535332,0.3503286162003602
0.014395999999999999,0.004689785147395041,0.0032156597717668267,0.6346243463263593,0.35141181607596006
0.014398,0.0046910553882614815,0.003216363677863516,0.6356164594944053,0.3524941099597382
0.0144,0.004692327613031201,0.003217069747635217,0.6366082497539045,0.35357548952690776
0.014402,0.004693601821059174,0.0032177779792449735,0.6375997178973082,0.35465594645475995
0.014404,0.00469487801170196,0.003218488370839186,0.6385908647132489,0.355735472422732
0.014405999999999999,0.004696156184317688,0.0032192009205476158,0.6395816909865045,0.3568140591124767
0.014407999999999999,0.004697436338266055,0.0032199156264833893,0.6405721974979633,0.35789169820793104
0.01441,0.004698718472908314,0.0032206324867430046,0.6415623850245874,0.3589683813953845
0.014412,0.00470000258760727,0.0032213514994063335,0.6425522543393897,0.36004410036353696
0.014414,0.004701288681727269,0.0032220726625366283,0.6435418062114932,0.3611188468034735
0.014416,0.004702576754634192,0.003222795974180526,0.64453104140605,0.36219261240877754
0.014417999999999999,0.004703866805695445,0.003223521432368052,0.6455199606841463,0.36326538887565996
0.014419999999999999,0.004705158834279955,0.0032242490351126287,0.6465085648027658,0.3643371679030289
0.014421999999999999,0.0047064528397581535,0.003224978780411078,0.6474968545147546,0.365407941192558
0.014424,0.004707748821501979,0.003225710666243628,0.6484848305687869,0.36647770044875577
0.014426,0.004709046778884858,0.0032264446905739194,0.6494724937093309,0.3675464373790338
0.014428,0.004710346711281707,0.0032271808513490096,0.6504598446766131,0.36861414369377593
0.01443,0.004711648618068916,0.003227919146499381,0.6514468842065876,0.36968081110640405
0.014431999999999999,0.004712952498624343,0.003228659573938944,0.652433613030975,0.37074643133337437
0.014433999999999999,0.004714258352327303,0.0032294021315650476,0.6534200318772498,0.3718109960942255
0.014436,0.004715566178558567,0.0032301468172584815,0.6544061414685148,0.37287449711173726
0.014438,0.004716875976700343,0.003230893628883484,0.6553919425234608,0.37393692611200535
0.01444,0.004718187746136272,0.003231642564287749,0.6563774357563334,0.3749982748245106
0.014442,0.004719501486251423,0.0032323936213024345,0.6573626218768988,0.37605853498218744
0.014443999999999999,0.004720817196432275,0.003233146797742166,0.6583475015904103,0.3771176983214927
0.014445999999999999,0.004722134876066718,0.0032339020914050457,0.6593320755975763,0.3781757565824742
0.014447999999999999,0.004723454524544034,0.0032346595000726608,0.6603163445945259,0.37923270150883953
0.01445,0.004724776141254897,0.0032354190215100886,0.6613003092728159,0.3802885248479858
0.014452,0.004726099725591356,0.0032361806534659055,0.6622839703194784,0.38134321835098894
0.014454,0.004727425276946832,0.003236944393672192,0.663267328416892,0.3823967737727667
0.014456,0.004728752794716104,0.003237710239844545,0.6642503842427255,0.3834491828721721
0.014457999999999999,0.004730082278295303,0.003238478189682081,0.6652331384699038,0.384500437412062
0.014459999999999999,0.004731413727081902,0.003239248240867448,0.6662155917665766,0.3855505291593662
0.014462,0.004732747140474703,0.0032400203910668305,0.6671977447960855,0.38659944988515565
0.014464,0.004734082517873832,0.0032407946379299597,0.6681795982169323,0.3876471913647112
0.014466,0.004735419858680724,0.0032415709790901224,0.6691611526827477,0.3886937453775928
0.014468,0.00473675916229812,0.003242349412164168,0.6701424088422707,0.38973910370769516
0.014469999999999998,0.004738100428130053,0.0032431299347525193,0.6711233673394181,0.390783258143219
0.014471999999999999,0.004739443655581838,0.0032439125444391776,0.6721040288132001,0.3918262004767896
0.014473999999999999,0.004740788844060062,0.003244697238791736,0.6730843938976296,0.39286792250558583
0.014476,0.004742135992972578,0.003245484015361386,0.6740644632216896,0.39390841603140925
0.014478,0.004743485101728488,0.003246272871682927,0.6750442374093015,0.3949476728607531
0.01448,0.004744836169738141,0.003247063805274776,0.6760237170792955,0.395985684804871
0.014482,0.004746189196413115,0.0032478568136389777,0.6770029028453786,0.39702244367984546
0.014483999999999999,0.0047475441811662125,0.003248651894261215,0.6779817953161041,0.3980579413066569
0.014485999999999999,0.004748901123411447,0.003249449044610815,0.6789603950948437,0.39909216951125
0.014488,0.004750260022564033,0.0032502482621407647,0.6799387027798275,0.4001251201245325
0.01449,0.004751620878040378,0.003251049544287716,0.6809167189641459,0.4011567849824126
0.014492,0.00475298368925807,0.0032518528884719973,0.6818944442356228,0.40218715592596294
0.014494,0.004754348455635864,0.0032526582920976268,0.6828718791767767,0.4032162248014979
0.014496,0.004755715176593681,0.0032534657525523174,0.6838490243647901,0.4042439834606428
0.014497999999999999,0.004757083851552586,0.0032542752672074936,0.6848258803714812,0.4052704237604014
0.014499999999999999,0.004758454479934783,0.0032550868334182983,0.6858024477632734,0.4062955375632263
0.014502,0.004759827061163607,0.003255900448523603,0.686778727101166,0.4073193167370861
0.014504,0.004761201594663502,0.003256716109846024,0.6877547189407053,0.4083417531555351
0.014506,0.0047625780798600265,0.0032575338146919276,0.688730423831985,0.4093628386977515
0.014508,0.004763956516179829,0.0032583535603514452,0.6897058423197134,0.4103825652485129
0.014509999999999999,0.004765336903050641,0.0032591753440984837,0.6906809749430931,0.4114009246983539
0.014511999999999999,0.004766719239901269,0.0032599991631907356,0.6916558222357568,0.41241790894366975
0.014513999999999999,0.004768103526161582,0.003260825014869694,0.6926303847257399,0.41343350988678534
0.014516,0.0047694897612624975,0.0032616528963606618,0.6936046629354504,0.41444771943602365
0.014518,0.0047708779446359725,0.0032624828048727636,0.6945786573816414,0.4154605295057746
0.01452,0.004772268075714992,0.0032633147375989604,0.6955523685753836,0.41647193201656385
0.014522,0.004773660153933558,0.0032641486917160596,0.6965257970220359,0.4174819188951212
0.014523999999999999,0.004775054178726676,0.0032649846643847285,0.6974989432212254,0.4184904820744433
0.014525999999999999,0.004776450149530347,0.003265822652749507,0.6984718076669127,0.41949761349376896
0.014528,0.004777848065781553,0.0032666626539388194,0.6994443908473481,0.4205033050986659
0.01453,0.004779247926918247,0.0032675046650649875,0.700416693244962,0.42150754884117847
0.014532,0.004780649732379342,0.003268348683224244,0.7013887153363363,0.42251033667989957
0.014534,0.004782053481604696,0.0032691947054967457,0.7023604575921754,0.42351166058003914
0.014535999999999999,0.004783459174035104,0.0032700427289465853,0.7033319204772805,0.42451151251349306
0.014537999999999999,0.004784866809112286,0.003270892750621807,0.7043031044505226,0.42550988445891197
0.014539999999999999,0.004786276386278872,0.003271744767554419,0.7052740099648153,0.42650676840176993
0.014542,0.004787687904978389,0.0032725987767604076,0.7062446374670891,0.4275021563344324
0.014544,0.004789101364655259,0.00327345477523975,0.7072149873983159,0.42849604025617555
0.014546,0.004790516764754773,0.003274312759976429,0.7081850601935553,0.4294884121731823
0.014548,0.004791934104723091,0.0032751727279384476,0.7091548562818246,0.4304792640987143
0.014549999999999999,0.004793353384007222,0.003276034676077842,0.7101243760860524,0.4314685880532006
0.014551999999999999,0.004794774602055018,0.003276898601330696,0.7110936200230524,0.4324563760643064
0.014554,0.004796197758315153,0.0032777645006171565,0.7120625885034985,0.4334426201670022
0.014556,0.004797622852237123,0.0032786323708414475,0.7130312819318984,0.4344273124036314
0.014558,0.004799049883271222,0.0032795022088918857,0.7139997007065689,0.43541044482398017
0.01456,0.0048004788508685375,0.003280374011640894,0.7149678452196107,0.4363920094853455
0.014561999999999999,0.00480190975448093,0.003281247775945018,0.7159357158568972,0.4373719984525905
0.014563999999999999,0.0048033425935610306,0.00328212349864494,0.7169033129981549,0.4383504037981086
0.014565999999999999,0.004804777367562222,0.003283001176565496,0.717870637016884,0.43932721760194743
0.014568,0.0048062140759386265,0.0032838808065156887,0.718837688280269,0.4403024319519404
0.01457,0.004807652718145096,0.0032847623852887047,0.7198044671491535,0.4412760389437759
0.014572,0.004809093293637197,0.0032856459096619298,0.7207709739780173,0.442248030681066
0.014574,0.004810535801871201,0.0032865313763969645,0.7217372091149507,0.4432183992754155
0.014575999999999999,0.0048119802423040635,0.0032874187822396414,0.7227031729016307,0.44418713684649025
0.014577999999999999,0.004813426614393422,0.0032883081239200402,0.7236688656732987,0.4451542355220864
0.01458,0.004814874917597577,0.003289199398152505,0.7246342877587363,0.4461196874381971
0.014582,0.004816325151375479,0.0032900926016356585,0.7255994394803137,0.4470834847390117
0.014584,0.004817777315186717,0.0032909877310524217,0.7265643211540098,0.4480456195769409
0.014586,0.004819231408491507,0.0032918847830700274,0.7275289330892851,0.44900608411278936
0.014587999999999999,0.004820687430750676,0.0032927837543400397,0.7284932755890451,0.44996487051583567
0.014589999999999999,0.004822145381425651,0.003293684641498369,0.7294573489496187,0.45092197096390113
0.014591999999999999,0.004823605259978445,0.0032945874411652904,0.7304211534607353,0.4518773776434182
0.014594,0.00482506706587164,0.00329549214994546,0.7313846894055023,0.4528310827494993
0.014596,0.004826530798568385,0.0032963987644279323,0.7323479570603817,0.4537830784860057
0.014598,0.004827996457532369,0.00329730728118618,0.7333109566951692,0.4547333570656162
0.0146,0.004829464042227817,0.0032982176967781096,0.7342736885729966,0.455681910709871
0.014601999999999999,0.004830933552119473,0.0032991300077460785,0.735236152950417,0.4566287316491343
0.014603999999999999,0.004832404986672588,0.0033000442106169143,0.7361983500772971,0.4575738121227479
0.014606,0.004833878345352903,0.003300960301901933,0.7371602801967488,0.458517144379146
0.014608,0.004835353627626642,0.003301878278096956,0.7381219435451086,0.45945872067592397
0.01461,0.004836830832960494,0.0033027981356823282,0.7390833403519143,0.46039853327990715
0.014612,0.0048383099608216,0.0033037198711229395,0.7400444708398849,0.4613365744672193
0.014613999999999999,0.00483979101067754,0.0033046434808682397,0.7410053352249005,0.4622728365233517
0.014615999999999999,0.004841273981996317,0.00330556896135226,0.7419659337159796,0.463207311743231
0.014617999999999999,0.004842758874246347,0.0033064963089936305,0.7429262665152643,0.46413999243128434
0.01462,0.004844245686896443,0.003307425520195599,0.7438863338180892,0.4650708709014185
0.014622,0.004845734419415802,0.0033083565913460517,0.7448461358129698,0.4659999394770808
0.014624,0.004847225071273991,0.003309289518817531,0.7458056726814842,0.4669271904914235
0.014626,0.0048487176419409325,0.003310224298967255,0.746764944598248,0.46785261628737873
0.014627999999999999,0.004850212130886892,0.003311160928137139,0.7477239517308935,0.46877620921772645
0.014629999999999999,0.004851708537582466,0.003312099402653811,0.7486826942400512,0.46969796164516314
0.014632,0.00485320686149856,0.003313039718828637,0.7496411722793288,0.4706178659423708
0.014634,0.00485470710210638,0.003313981872957738,0.7505993859952933,0.4715359144920853
0.014636,0.004856209258877425,0.003314925861322009,0.7515573355274506,0.47245209968716484
0.014638,0.004857713331283459,0.003315871680187142,0.7525150210082701,0.47336641393061646
0.014639999999999999,0.0048592193187965045,0.003316819325803645,0.7534724425632605,0.474278849635571
0.014641999999999999,0.004860727220888833,0.003317768794406862,0.7544296003108435,0.47518939922545755
0.014643999999999999,0.004862237037032939,0.0033187200822169956,0.755386494362304,0.4760980551341026
0.014646,0.0048637487667015375,0.003319673185439125,0.7563431248217725,0.4770048098057987
0.014648,0.004865262409367542,0.0033206281002632295,0.7572994917862069,0.47790965569537197
0.01465,0.004866777964504054,0.003321584822864208,0.7582555953453742,0.47881258526825154
0.014652,0.004868295431584347,0.0033225433494019014,0.759211435581832,0.47971359100053795
0.014653999999999999,0.004869814810081852,0.0033235036760211134,0.760167012570912,0.4806126653790714
0.014655999999999999,0.004871336099470144,0.003324465798851632,0.7611223263807122,0.48150980090148965
0.014658,0.004872859299222926,0.0033254297140082514,0.7620773770721916,0.48240499007618687
0.01466,0.004874384408814017,0.0033263954175907933,0.7630321646991104,0.48329822542242384
0.014662,0.004875911427717337,0.003327362905684129,0.7639866893079339,0.4841894994704737
0.014664,0.004877440355406888,0.003328332174358202,0.7649409509378148,0.4850788047616922
0.014665999999999998,0.004878971191356747,0.003329303219668048,0.7658949496205758,0.4859661338485861
0.014667999999999999,0.004880503935041044,0.0033302760376538207,0.7668486853806936,0.48685147929488143
0.014669999999999999,0.004882038585933954,0.0033312506243408117,0.7678021582352821,0.48773483367559217
0.014672,0.004883575143509676,0.003332226975739474,0.7687553681940764,0.48861618957708836
0.014674,0.004885113607242422,0.003333205087845444,0.7697083152594176,0.489495539597164
0.014676,0.004886653976606403,0.003334184956639567,0.7706609994263104,0.490372876345033
0.014678,0.0048881962510758095,0.003335166578087917,0.7716134206824616,0.4912481924413431
0.014679999999999999,0.004889740430124801,0.0033361499481418203,0.7725655790081508,0.49212148051835825
0.014681999999999999,0.004891286513227493,0.0033371350627378806,0.7735174743761996,0.49299273322004067
0.014684,0.004892834499857937,0.0033381219177980007,0.7744691067519566,0.4938619432021192
0.014686,0.004894384389490104,0.0033391105092294066,0.7754204760932829,0.49472910313215784
0.014688,0.004895936181597881,0.003340100832924671,0.7763715823505369,0.4955942056896239
0.01469,0.004897489875655043,0.0033410928847617386,0.7773224254665594,0.4964572435659563
0.014692,0.004899045471135244,0.0033420866606039485,0.7782730053766597,0.4973182094646337
0.014693999999999999,0.004900602967512001,0.003343082156300058,0.7792233220086311,0.4981770961012127
0.014695999999999999,0.0049021623642586795,0.0033440793676842687,0.7801733752828529,0.4990338962032829
0.014698,0.004903723660848479,0.003345078290576249,0.7811231651121764,0.4998886025106326
0.0147,0.004905286856754416,0.0033460789207811594,0.7820726914018645,0.5007412077753627
0.014702,0.00490685195144931,0.003347081254089676,0.7830219540495786,0.5015917047619555
0.014704,0.004908418944405769,0.0033480852862780184,0.7839709529453647,0.5024400862473426
0.014705999999999999,0.004909987835096173,0.00334909101310797,0.7849196879716404,0.5032863450209724
0.014707999999999999,0.004911558622992659,0.0033500984303269084,0.7858681590031814,0.5041304738848797
0.014709999999999999,0.004913131307567107,0.003351107533667825,0.7868163659071092,0.5049724656537521
0.014712,0.004914705888291121,0.0033521183188493556,0.7877643085428867,0.5058123131549904
0.014714,0.004916282364636019,0.003353130781575802,0.7887119867624192,0.5066500092286653
0.014716,0.004917860736072814,0.0033541449175371603,0.7896594004100131,0.5074855467276129
0.014718,0.004919441002072201,0.003355160722409144,0.7906065493222735,0.5083189185175914
0.014719999999999999,0.004921023162104537,0.0033561781918532117,0.7915534333280895,0.5091501174773535
0.014721999999999999,0.004922607215639836,0.0033571973215165917,0.7925000522486212,0.5099791364987137
0.014724,0.004924193162147738,0.0033582181070323106,0.7934464058972894,0.510805968486616
0.014726,0.004925781001097509,0.0033592405440192163,0.794392494079763,0.5116306063592022
0.014728,0.0049273707319580145,0.0033602646280820074,0.7953383165939484,0.5124530430478792
0.01473,0.004928962354197711,0.0033612903548112583,0.7962838732299796,0.5132732714973861
0.014731999999999999,0.004930555867284626,0.003362317719783446,0.797229163770288,0.5140912846657825
0.014733999999999999,0.004932151270686343,0.0033633467185609773,0.7981741879896443,0.5149070755244638
0.014735999999999999,0.00493374856386999,0.0033643773466922153,0.7991189456550273,0.5157206370583486
0.014738,0.004935347746302217,0.0033654095997115063,0.800063436525599,0.5165319622659598
0.01474,0.00493694881744919,0.0033664434731392073,0.8010076603526952,0.5173410441594927
0.014742,0.004938551776776566,0.0033674789624817143,0.8019516168798149,0.5181478757648826
0.014744,0.004940156623749482,0.003368516063231487,0.8028953058426104,0.5189524501218721
0.014745999999999999,0.004941763357832539,0.00336955477086708,0.8038387269688785,0.5197547602840791
0.014747999999999999,0.004943371978489785,0.003370595080853169,0.80478187997855,0.5205547993190642
